"","species","species.code","route","stop","date","year","occ.hist","julday","time.m","cloud.cover","wind","noise","snow.cover","precip","temp","lat","long"
"13648","Barred Owl","BARR","31-2-A",10,"2004-04-10","2004","0000000000000000",101,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13649","Great Horned Owl","GHOW","31-2-A",10,"2004-04-10","2004","0000000000000000",101,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13650","Northern Saw-whet Owl","NSWO","31-2-A",10,"2004-04-10","2004","0000000000000000",101,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"271","Barred Owl","BARR","02-2-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"272","Great Horned Owl","GHOW","02-2-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"273","Northern Saw-whet Owl","NSWO","02-2-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"274","Barred Owl","BARR","02-2-A",2,"2004-04-11","2004","0000000000100000",102,84,0,0,2,1,0,0,43.471608,-70.619087
"275","Great Horned Owl","GHOW","02-2-A",2,"2004-04-11","2004","0000000000000000",102,84,0,0,2,1,0,0,43.471608,-70.619087
"276","Northern Saw-whet Owl","NSWO","02-2-A",2,"2004-04-11","2004","0000000000000000",102,84,0,0,2,1,0,0,43.471608,-70.619087
"277","Barred Owl","BARR","02-2-A",3,"2004-04-11","2004","0000000001111111",102,105,0,0,1,1,0,-1,43.501001,-70.636597
"278","Great Horned Owl","GHOW","02-2-A",3,"2004-04-11","2004","0000000000000000",102,105,0,0,1,1,0,-1,43.501001,-70.636597
"279","Northern Saw-whet Owl","NSWO","02-2-A",3,"2004-04-11","2004","0000000000000000",102,105,0,0,1,1,0,-1,43.501001,-70.636597
"280","Barred Owl","BARR","02-2-A",4,"2004-04-11","2004","0110110111110000",102,127,0,0,1,1,0,-1,43.510464,-70.647926
"281","Great Horned Owl","GHOW","02-2-A",4,"2004-04-11","2004","0000000000000000",102,127,0,0,1,1,0,-1,43.510464,-70.647926
"282","Northern Saw-whet Owl","NSWO","02-2-A",4,"2004-04-11","2004","0000000000000000",102,127,0,0,1,1,0,-1,43.510464,-70.647926
"283","Barred Owl","BARR","02-2-A",5,"2004-04-11","2004","1110010000000001",102,151,0,0,1,1,0,-1,43.514199,-70.672817
"284","Great Horned Owl","GHOW","02-2-A",5,"2004-04-11","2004","0000000000000000",102,151,0,0,1,1,0,-1,43.514199,-70.672817
"285","Northern Saw-whet Owl","NSWO","02-2-A",5,"2004-04-11","2004","0000000000000000",102,151,0,0,1,1,0,-1,43.514199,-70.672817
"286","Barred Owl","BARR","02-2-A",6,"2004-04-11","2004","0000000000000000",102,175,10,0,2,1,0,-1,43.521917,-70.681057
"287","Great Horned Owl","GHOW","02-2-A",6,"2004-04-11","2004","0000000000000011",102,175,10,0,2,1,0,-1,43.521917,-70.681057
"288","Northern Saw-whet Owl","NSWO","02-2-A",6,"2004-04-11","2004","0000000000000000",102,175,10,0,2,1,0,-1,43.521917,-70.681057
"289","Barred Owl","BARR","02-2-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"290","Great Horned Owl","GHOW","02-2-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"291","Northern Saw-whet Owl","NSWO","02-2-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"292","Barred Owl","BARR","02-2-A",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"293","Great Horned Owl","GHOW","02-2-A",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"294","Northern Saw-whet Owl","NSWO","02-2-A",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"295","Barred Owl","BARR","02-2-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"296","Great Horned Owl","GHOW","02-2-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"297","Northern Saw-whet Owl","NSWO","02-2-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"298","Barred Owl","BARR","02-2-A",10,"2004-04-11","2004","0000000000000000",102,172.869488536155,30,0,1,1,0,0.26833855799373,43.584619,-70.721741
"299","Great Horned Owl","GHOW","02-2-A",10,"2004-04-11","2004","0010110000000000",102,172.869488536155,30,0,1,1,0,0.26833855799373,43.584619,-70.721741
"300","Northern Saw-whet Owl","NSWO","02-2-A",10,"2004-04-11","2004","0000000000000000",102,172.869488536155,30,0,1,1,0,0.26833855799373,43.584619,-70.721741
"11041","Barred Owl","BARR","22-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11042","Great Horned Owl","GHOW","22-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11043","Northern Saw-whet Owl","NSWO","22-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11044","Barred Owl","BARR","22-4-A",2,"2004-04-11","2004","0000000000001000",102,80,0,0,2,1,0,-2,NA,NA
"11045","Great Horned Owl","GHOW","22-4-A",2,"2004-04-11","2004","0000000000000000",102,80,0,0,2,1,0,-2,NA,NA
"11046","Northern Saw-whet Owl","NSWO","22-4-A",2,"2004-04-11","2004","0000000000000000",102,80,0,0,2,1,0,-2,NA,NA
"11047","Barred Owl","BARR","22-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11048","Great Horned Owl","GHOW","22-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11049","Northern Saw-whet Owl","NSWO","22-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11050","Barred Owl","BARR","22-4-A",4,"2004-04-11","2004","0000000000001000",102,122,0,0,1,1,0,-3,NA,NA
"11051","Great Horned Owl","GHOW","22-4-A",4,"2004-04-11","2004","0000000000000000",102,122,0,0,1,1,0,-3,NA,NA
"11052","Northern Saw-whet Owl","NSWO","22-4-A",4,"2004-04-11","2004","0000000000000000",102,122,0,0,1,1,0,-3,NA,NA
"11053","Barred Owl","BARR","22-4-A",5,"2004-04-11","2004","0000000000000111",102,140,0,1,2,1,0,0,NA,NA
"11054","Great Horned Owl","GHOW","22-4-A",5,"2004-04-11","2004","0000000000000000",102,140,0,1,2,1,0,0,NA,NA
"11055","Northern Saw-whet Owl","NSWO","22-4-A",5,"2004-04-11","2004","0000000000000000",102,140,0,1,2,1,0,0,NA,NA
"11056","Barred Owl","BARR","22-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11057","Great Horned Owl","GHOW","22-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11058","Northern Saw-whet Owl","NSWO","22-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11059","Barred Owl","BARR","22-4-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11060","Great Horned Owl","GHOW","22-4-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11061","Northern Saw-whet Owl","NSWO","22-4-A",7,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11062","Barred Owl","BARR","22-4-A",8,"2004-04-11","2004","0110000000000011",102,217,0,0,1,1,0,-1,NA,NA
"11063","Great Horned Owl","GHOW","22-4-A",8,"2004-04-11","2004","0000000000000000",102,217,0,0,1,1,0,-1,NA,NA
"11064","Northern Saw-whet Owl","NSWO","22-4-A",8,"2004-04-11","2004","0000000000000000",102,217,0,0,1,1,0,-1,NA,NA
"11065","Barred Owl","BARR","22-4-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11066","Great Horned Owl","GHOW","22-4-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11067","Northern Saw-whet Owl","NSWO","22-4-A",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11068","Barred Owl","BARR","22-4-A",10,"2004-04-11","2004","1000000001110000",102,270,10,0,1,1,0,-5,NA,NA
"11069","Great Horned Owl","GHOW","22-4-A",10,"2004-04-11","2004","0000000000000000",102,270,10,0,1,1,0,-5,NA,NA
"11070","Northern Saw-whet Owl","NSWO","22-4-A",10,"2004-04-11","2004","0000000000000000",102,270,10,0,1,1,0,-5,NA,NA
"12271","Barred Owl","BARR","24-1-B",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12272","Great Horned Owl","GHOW","24-1-B",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12273","Northern Saw-whet Owl","NSWO","24-1-B",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12274","Barred Owl","BARR","24-1-B",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12275","Great Horned Owl","GHOW","24-1-B",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12276","Northern Saw-whet Owl","NSWO","24-1-B",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12277","Barred Owl","BARR","24-1-B",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12278","Great Horned Owl","GHOW","24-1-B",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12279","Northern Saw-whet Owl","NSWO","24-1-B",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12280","Barred Owl","BARR","24-1-B",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12281","Great Horned Owl","GHOW","24-1-B",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12282","Northern Saw-whet Owl","NSWO","24-1-B",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12283","Barred Owl","BARR","24-1-B",5,"2004-04-11","2004","0000000000010000",102,147,0,0,1,1,0,-3,NA,NA
"12284","Great Horned Owl","GHOW","24-1-B",5,"2004-04-11","2004","0000000000000000",102,147,0,0,1,1,0,-3,NA,NA
"12285","Northern Saw-whet Owl","NSWO","24-1-B",5,"2004-04-11","2004","0000000000000000",102,147,0,0,1,1,0,-3,NA,NA
"12286","Barred Owl","BARR","24-1-B",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12287","Great Horned Owl","GHOW","24-1-B",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12288","Northern Saw-whet Owl","NSWO","24-1-B",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12289","Barred Owl","BARR","24-1-B",7,"2004-04-11","2004","0000000000001011",102,194,0,0,1,2,0,-5,NA,NA
"12290","Great Horned Owl","GHOW","24-1-B",7,"2004-04-11","2004","0000000000000000",102,194,0,0,1,2,0,-5,NA,NA
"12291","Northern Saw-whet Owl","NSWO","24-1-B",7,"2004-04-11","2004","0000000000000000",102,194,0,0,1,2,0,-5,NA,NA
"12292","Barred Owl","BARR","24-1-B",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12293","Great Horned Owl","GHOW","24-1-B",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12294","Northern Saw-whet Owl","NSWO","24-1-B",8,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12295","Barred Owl","BARR","24-1-B",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12296","Great Horned Owl","GHOW","24-1-B",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12297","Northern Saw-whet Owl","NSWO","24-1-B",9,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"12298","Barred Owl","BARR","24-1-B",10,"2004-04-11","2004","0000000000111011",102,269,0,0,1,1,0,-5,NA,NA
"12299","Great Horned Owl","GHOW","24-1-B",10,"2004-04-11","2004","0000000000000000",102,269,0,0,1,1,0,-5,NA,NA
"12300","Northern Saw-whet Owl","NSWO","24-1-B",10,"2004-04-11","2004","0000000000000000",102,269,0,0,1,1,0,-5,NA,NA
"13291","Barred Owl","BARR","30-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13292","Great Horned Owl","GHOW","30-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13293","Northern Saw-whet Owl","NSWO","30-4-A",1,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13294","Barred Owl","BARR","30-4-A",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13295","Great Horned Owl","GHOW","30-4-A",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13296","Northern Saw-whet Owl","NSWO","30-4-A",2,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13297","Barred Owl","BARR","30-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13298","Great Horned Owl","GHOW","30-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13299","Northern Saw-whet Owl","NSWO","30-4-A",3,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13300","Barred Owl","BARR","30-4-A",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13301","Great Horned Owl","GHOW","30-4-A",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13302","Northern Saw-whet Owl","NSWO","30-4-A",4,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13303","Barred Owl","BARR","30-4-A",5,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13304","Great Horned Owl","GHOW","30-4-A",5,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13305","Northern Saw-whet Owl","NSWO","30-4-A",5,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13306","Barred Owl","BARR","30-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13307","Great Horned Owl","GHOW","30-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13308","Northern Saw-whet Owl","NSWO","30-4-A",6,"2004-04-11","2004","0000000000000000",102,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"13309","Barred Owl","BARR","30-4-A",7,"2004-04-11","2004","0000100000000000",102,173,0,0,1,1,0,-1,NA,NA
"13310","Great Horned Owl","GHOW","30-4-A",7,"2004-04-11","2004","0000000000000000",102,173,0,0,1,1,0,-1,NA,NA
"13311","Northern Saw-whet Owl","NSWO","30-4-A",7,"2004-04-11","2004","0000000000000000",102,173,0,0,1,1,0,-1,NA,NA
"13312","Barred Owl","BARR","30-4-A",8,"2004-04-11","2004","0000110000000001",102,194,0,0,2,1,0,-3,NA,NA
"13313","Great Horned Owl","GHOW","30-4-A",8,"2004-04-11","2004","0000000000000000",102,194,0,0,2,1,0,-3,NA,NA
"13314","Northern Saw-whet Owl","NSWO","30-4-A",8,"2004-04-11","2004","0000000000000000",102,194,0,0,2,1,0,-3,NA,NA
"13315","Barred Owl","BARR","30-4-A",9,"2004-04-11","2004","0000110000000000",102,211,0,0,1,1,0,-2,NA,NA
"13316","Great Horned Owl","GHOW","30-4-A",9,"2004-04-11","2004","0000000000000000",102,211,0,0,1,1,0,-2,NA,NA
"13317","Northern Saw-whet Owl","NSWO","30-4-A",9,"2004-04-11","2004","0000000000000000",102,211,0,0,1,1,0,-2,NA,NA
"13318","Barred Owl","BARR","30-4-A",10,"2004-04-11","2004","0000000000000001",102,229,0,0,1,1,0,-2,NA,NA
"13319","Great Horned Owl","GHOW","30-4-A",10,"2004-04-11","2004","0000000000000000",102,229,0,0,1,1,0,-2,NA,NA
"13320","Northern Saw-whet Owl","NSWO","30-4-A",10,"2004-04-11","2004","0000000000000000",102,229,0,0,1,1,0,-2,NA,NA
"11671","Barred Owl","BARR","23-2-A",1,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11672","Great Horned Owl","GHOW","23-2-A",1,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11673","Northern Saw-whet Owl","NSWO","23-2-A",1,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11674","Barred Owl","BARR","23-2-A",2,"2004-04-14","2004","0000000000000000",105,35,0,0,1,1,0,-2,NA,NA
"11675","Great Horned Owl","GHOW","23-2-A",2,"2004-04-14","2004","0000000000000000",105,35,0,0,1,1,0,-2,NA,NA
"11676","Northern Saw-whet Owl","NSWO","23-2-A",2,"2004-04-14","2004","0000010000000000",105,35,0,0,1,1,0,-2,NA,NA
"11677","Barred Owl","BARR","23-2-A",3,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11678","Great Horned Owl","GHOW","23-2-A",3,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11679","Northern Saw-whet Owl","NSWO","23-2-A",3,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11680","Barred Owl","BARR","23-2-A",4,"2004-04-14","2004","0000000000000001",105,60,0,1,1,1,0,-2,NA,NA
"11681","Great Horned Owl","GHOW","23-2-A",4,"2004-04-14","2004","0000000000000000",105,60,0,1,1,1,0,-2,NA,NA
"11682","Northern Saw-whet Owl","NSWO","23-2-A",4,"2004-04-14","2004","0000000000000000",105,60,0,1,1,1,0,-2,NA,NA
"11683","Barred Owl","BARR","23-2-A",5,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11684","Great Horned Owl","GHOW","23-2-A",5,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11685","Northern Saw-whet Owl","NSWO","23-2-A",5,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11686","Barred Owl","BARR","23-2-A",6,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11687","Great Horned Owl","GHOW","23-2-A",6,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11688","Northern Saw-whet Owl","NSWO","23-2-A",6,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11689","Barred Owl","BARR","23-2-A",7,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11690","Great Horned Owl","GHOW","23-2-A",7,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11691","Northern Saw-whet Owl","NSWO","23-2-A",7,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11692","Barred Owl","BARR","23-2-A",8,"2004-04-14","2004","0000000000000000",105,95,0,1,2,1,0,-2,NA,NA
"11693","Great Horned Owl","GHOW","23-2-A",8,"2004-04-14","2004","1000000000000000",105,95,0,1,2,1,0,-2,NA,NA
"11694","Northern Saw-whet Owl","NSWO","23-2-A",8,"2004-04-14","2004","0000000000000000",105,95,0,1,2,1,0,-2,NA,NA
"11695","Barred Owl","BARR","23-2-A",9,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11696","Great Horned Owl","GHOW","23-2-A",9,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11697","Northern Saw-whet Owl","NSWO","23-2-A",9,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
"11698","Barred Owl","BARR","23-2-A",10,"2004-04-14","2004","0000000000000000",105,172.869488536155,28.7106598984772,0.591150442477876,1.36185383244207,1.74016686531585,0.0317460317460317,0.26833855799373,NA,NA
