"","species","species.code","stop","date","year","occ.hist","julian.z","time.m.z","cloud.cover.z","wind.z","noise.z","snow.cover.z","precip.z","temp.z","lat.z"
"14014","Barred Owl","BARR",2,"2006-03-24","2006","0110110111111010",-1.00664823960778,-0.676020930039956,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"14015","Great Horned Owl","GHOW",2,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.676020930039956,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"14016","Northern Saw-whet Owl","NSWO",2,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.676020930039956,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"14017","Barred Owl","BARR",3,"2006-03-24","2006","0010110000000000",-1.00664823960778,-0.548264014983459,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"14018","Great Horned Owl","GHOW",3,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.548264014983459,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"14019","Northern Saw-whet Owl","NSWO",3,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.548264014983459,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"14020","Barred Owl","BARR",4,"2006-03-24","2006","0000000000000000",-1.00664823960778,0,0,0,0,0,0,0,0
"14021","Great Horned Owl","GHOW",4,"2006-03-24","2006","0000000000000000",-1.00664823960778,0,0,0,0,0,0,0,0
"14022","Northern Saw-whet Owl","NSWO",4,"2006-03-24","2006","0000000000000000",-1.00664823960778,0,0,0,0,0,0,0,0
"14023","Barred Owl","BARR",5,"2006-03-24","2006","0000000011111011",-1.00664823960778,-0.344799298412,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14024","Great Horned Owl","GHOW",5,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.344799298412,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14025","Northern Saw-whet Owl","NSWO",5,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.344799298412,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14026","Barred Owl","BARR",6,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.193383695382077,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14027","Great Horned Owl","GHOW",6,"2006-03-24","2006","0000000001111011",-1.00664823960778,-0.193383695382077,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14028","Northern Saw-whet Owl","NSWO",6,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.193383695382077,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"14029","Barred Owl","BARR",7,"2006-03-24","2006","0000110111111000",-1.00664823960778,-0.089285468299005,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14030","Great Horned Owl","GHOW",7,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.089285468299005,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14031","Northern Saw-whet Owl","NSWO",7,"2006-03-24","2006","0000000000000000",-1.00664823960778,-0.089285468299005,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14032","Barred Owl","BARR",8,"2006-03-24","2006","0110110111111000",-1.00664823960778,0.0195444963787521,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14033","Great Horned Owl","GHOW",8,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.0195444963787521,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14034","Northern Saw-whet Owl","NSWO",8,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.0195444963787521,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14035","Barred Owl","BARR",9,"2006-03-24","2006","1100110000111011",-1.00664823960778,0.104715773083084,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14036","Great Horned Owl","GHOW",9,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.104715773083084,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14037","Northern Saw-whet Owl","NSWO",9,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.104715773083084,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14038","Barred Owl","BARR",10,"2006-03-24","2006","0000000000000011",-1.00664823960778,0.199350524976786,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14039","Great Horned Owl","GHOW",10,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.199350524976786,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"14040","Northern Saw-whet Owl","NSWO",10,"2006-03-24","2006","0000000000000000",-1.00664823960778,0.199350524976786,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"1","Barred Owl","BARR",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"2","Great Horned Owl","GHOW",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3","Northern Saw-whet Owl","NSWO",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"4","Barred Owl","BARR",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"5","Great Horned Owl","GHOW",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6","Northern Saw-whet Owl","NSWO",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"7","Barred Owl","BARR",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"8","Great Horned Owl","GHOW",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"9","Northern Saw-whet Owl","NSWO",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"10","Barred Owl","BARR",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"11","Great Horned Owl","GHOW",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12","Northern Saw-whet Owl","NSWO",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"13","Barred Owl","BARR",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14","Great Horned Owl","GHOW",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"15","Northern Saw-whet Owl","NSWO",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"16","Barred Owl","BARR",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.330604085627945,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"17","Great Horned Owl","GHOW",6,"2006-03-25","2006","0110000000000000",-0.902102553039542,-0.330604085627945,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"18","Northern Saw-whet Owl","NSWO",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.330604085627945,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"19","Barred Owl","BARR",7,"2006-03-25","2006","0000101000100110",-0.902102553039542,-0.221774120950188,0.670227794969005,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"20","Great Horned Owl","GHOW",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.221774120950188,0.670227794969005,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"21","Northern Saw-whet Owl","NSWO",7,"2006-03-25","2006","0100000000000000",-0.902102553039542,-0.221774120950188,0.670227794969005,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"22","Barred Owl","BARR",8,"2006-03-25","2006","0000001011000000",-0.902102553039542,-0.11294415627243,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"23","Great Horned Owl","GHOW",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.11294415627243,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"24","Northern Saw-whet Owl","NSWO",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.11294415627243,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-0.0628906251398351,0
"25","Barred Owl","BARR",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"26","Great Horned Owl","GHOW",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"27","Northern Saw-whet Owl","NSWO",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"28","Barred Owl","BARR",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.114179248272454,0.287813596449328,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"29","Great Horned Owl","GHOW",10,"2006-03-25","2006","0101110000000000",-0.902102553039542,0.114179248272454,0.287813596449328,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"30","Northern Saw-whet Owl","NSWO",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.114179248272454,0.287813596449328,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,-0.297261062284781,0
"1741","Barred Owl","BARR",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1742","Great Horned Owl","GHOW",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1743","Northern Saw-whet Owl","NSWO",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1744","Barred Owl","BARR",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1745","Great Horned Owl","GHOW",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1746","Northern Saw-whet Owl","NSWO",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1747","Barred Owl","BARR",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.548264014983459,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.739688662415983
"1748","Great Horned Owl","GHOW",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.548264014983459,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.739688662415983
"1749","Northern Saw-whet Owl","NSWO",3,"2006-03-25","2006","0000100000000000",-0.902102553039542,-0.548264014983459,0.542756395462446,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.739688662415983
"1750","Barred Owl","BARR",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1751","Great Horned Owl","GHOW",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1752","Northern Saw-whet Owl","NSWO",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1753","Barred Owl","BARR",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1754","Great Horned Owl","GHOW",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1755","Northern Saw-whet Owl","NSWO",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1756","Barred Owl","BARR",6,"2006-03-25","2006","0000000000001000",-0.902102553039542,-0.245432808923613,1.56252759151492,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,1.1089615605849,-0.506094964128925
"1757","Great Horned Owl","GHOW",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.245432808923613,1.56252759151492,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,1.1089615605849,-0.506094964128925
"1758","Northern Saw-whet Owl","NSWO",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.245432808923613,1.56252759151492,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,1.1089615605849,-0.506094964128925
"1759","Barred Owl","BARR",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1760","Great Horned Owl","GHOW",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1761","Northern Saw-whet Owl","NSWO",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1762","Barred Owl","BARR",8,"2006-03-25","2006","0000000000010000",-0.902102553039542,0.0242762339734372,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.350932492424552
"1763","Great Horned Owl","GHOW",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.0242762339734372,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.350932492424552
"1764","Northern Saw-whet Owl","NSWO",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.0242762339734372,0.287813596449328,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.87459112343995,-0.350932492424552
"1765","Barred Owl","BARR",9,"2006-03-25","2006","0000000001101001",-0.902102553039542,0.114179248272454,-0.477014800590028,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,-0.277688239992265
"1766","Great Horned Owl","GHOW",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.114179248272454,-0.477014800590028,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,-0.277688239992265
"1767","Northern Saw-whet Owl","NSWO",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.114179248272454,-0.477014800590028,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,-0.277688239992265
"1768","Barred Owl","BARR",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1769","Great Horned Owl","GHOW",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"1770","Northern Saw-whet Owl","NSWO",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3451","Barred Owl","BARR",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3452","Great Horned Owl","GHOW",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3453","Northern Saw-whet Owl","NSWO",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3454","Barred Owl","BARR",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3455","Great Horned Owl","GHOW",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3456","Northern Saw-whet Owl","NSWO",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3457","Barred Owl","BARR",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3458","Great Horned Owl","GHOW",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3459","Northern Saw-whet Owl","NSWO",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3460","Barred Owl","BARR",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3461","Great Horned Owl","GHOW",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3462","Northern Saw-whet Owl","NSWO",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3463","Barred Owl","BARR",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.453629263089757,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3464","Great Horned Owl","GHOW",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.453629263089757,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3465","Northern Saw-whet Owl","NSWO",5,"2006-03-25","2006","0000000001000000",-0.902102553039542,-0.453629263089757,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3466","Barred Owl","BARR",6,"2006-03-25","2006","0000000010101010",-0.902102553039542,-0.321140610438574,1.56252759151492,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3467","Great Horned Owl","GHOW",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.321140610438574,1.56252759151492,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3468","Northern Saw-whet Owl","NSWO",6,"2006-03-25","2006","0100000000000110",-0.902102553039542,-0.321140610438574,1.56252759151492,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3469","Barred Owl","BARR",7,"2006-03-25","2006","0010000000000111",-0.902102553039542,-0.212310645760817,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3470","Great Horned Owl","GHOW",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.212310645760817,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3471","Northern Saw-whet Owl","NSWO",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.212310645760817,1.81747039052804,0.48593174642507,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3472","Barred Owl","BARR",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3473","Great Horned Owl","GHOW",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3474","Northern Saw-whet Owl","NSWO",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"3475","Barred Owl","BARR",9,"2006-03-25","2006","0000000111101011",-0.902102553039542,-0.00884592918935844,1.3075847925018,1.67446610456431,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.297261062284781,0
"3476","Great Horned Owl","GHOW",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.00884592918935844,1.3075847925018,1.67446610456431,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.297261062284781,0
"3477","Northern Saw-whet Owl","NSWO",9,"2006-03-25","2006","0000000000010011",-0.902102553039542,-0.00884592918935844,1.3075847925018,1.67446610456431,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.297261062284781,0
"3478","Barred Owl","BARR",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.0905205602990285,1.56252759151492,0.48593174642507,1.05415998887263,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3479","Great Horned Owl","GHOW",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.0905205602990285,1.56252759151492,0.48593174642507,1.05415998887263,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"3480","Northern Saw-whet Owl","NSWO",10,"2006-03-25","2006","1000000000000000",-0.902102553039542,0.0905205602990285,1.56252759151492,0.48593174642507,1.05415998887263,-0.912132212410609,-0.181053749544983,0.171479812005111,0
"6901","Barred Owl","BARR",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6902","Great Horned Owl","GHOW",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6903","Northern Saw-whet Owl","NSWO",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6904","Barred Owl","BARR",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6905","Great Horned Owl","GHOW",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6906","Northern Saw-whet Owl","NSWO",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6907","Barred Owl","BARR",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6908","Great Horned Owl","GHOW",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6909","Northern Saw-whet Owl","NSWO",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6910","Barred Owl","BARR",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6911","Great Horned Owl","GHOW",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6912","Northern Saw-whet Owl","NSWO",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6913","Barred Owl","BARR",5,"2006-03-25","2006","0000000000010000",-0.902102553039542,-0.297481922465149,0,-0.702602611714171,1.05415998887263,0,-0.181053749544983,0.171479812005111,0
"6914","Great Horned Owl","GHOW",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.297481922465149,0,-0.702602611714171,1.05415998887263,0,-0.181053749544983,0.171479812005111,0
"6915","Northern Saw-whet Owl","NSWO",5,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.297481922465149,0,-0.702602611714171,1.05415998887263,0,-0.181053749544983,0.171479812005111,0
"6916","Barred Owl","BARR",6,"2006-03-25","2006","0000000000000011",-0.902102553039542,-0.131871106651171,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6917","Great Horned Owl","GHOW",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.131871106651171,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6918","Northern Saw-whet Owl","NSWO",6,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.131871106651171,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6919","Barred Owl","BARR",7,"2006-03-25","2006","1110000000000000",-0.902102553039542,-0.0135776667840435,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6920","Great Horned Owl","GHOW",7,"2006-03-25","2006","0000000011111011",-0.902102553039542,-0.0135776667840435,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6921","Northern Saw-whet Owl","NSWO",7,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.0135776667840435,0,-0.702602611714171,-0.597749937824425,0,-0.181053749544983,0.171479812005111,0
"6922","Barred Owl","BARR",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6923","Great Horned Owl","GHOW",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6924","Northern Saw-whet Owl","NSWO",8,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6925","Barred Owl","BARR",9,"2006-03-25","2006","1100000000000000",-0.902102553039542,0.223009212950211,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"6926","Great Horned Owl","GHOW",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.223009212950211,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"6927","Northern Saw-whet Owl","NSWO",9,"2006-03-25","2006","0000000000000000",-0.902102553039542,0.223009212950211,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.405850249150058,0
"6928","Barred Owl","BARR",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6929","Great Horned Owl","GHOW",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"6930","Northern Saw-whet Owl","NSWO",10,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12331","Barred Owl","BARR",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12332","Great Horned Owl","GHOW",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12333","Northern Saw-whet Owl","NSWO",1,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12334","Barred Owl","BARR",2,"2006-03-25","2006","0000000001100000",-0.902102553039542,-0.718606568392122,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12335","Great Horned Owl","GHOW",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.718606568392122,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12336","Northern Saw-whet Owl","NSWO",2,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.718606568392122,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12337","Barred Owl","BARR",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12338","Great Horned Owl","GHOW",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12339","Northern Saw-whet Owl","NSWO",3,"2006-03-25","2006","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"12340","Barred Owl","BARR",4,"2006-03-25","2006","0000000110000000",-0.902102553039542,-0.519873589415348,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12341","Great Horned Owl","GHOW",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.519873589415348,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12342","Northern Saw-whet Owl","NSWO",4,"2006-03-25","2006","0000000000000000",-0.902102553039542,-0.519873589415348,1.81747039052804,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,0.640220686295004,0
"12343","Barred Owl","BARR",5,"2006-03-25","2006","0000000000010000",-0.902102553039542,-0.401580149548221,1.81747039052804,-0.702602611714171,1.05415998887263,-0.912132212410609,-0.181053749544983,0.640220686295004,0
